raceId,year,round,driverId,constructorId,grid,positionOrder,points,status,is_winner,EventName,Location,Abbreviation,driver_wins_cum,driver_races_cum,driver_win_rate,position_numeric,driver_recent_form,constructor_wins_cum,constructor_races_cum,constructor_win_rate,constructor_recent_points,location_id,constructor_id_enc,driver_id_enc,regulation_change
2023_8,2023,8,tsunoda,AlphaTauri,19.0,14.0,0.0,Finished,0,Canadian Grand Prix,Montréal,TSU,0,6,0.0,14.0,12.666666666666666,0,12,0.0,0.0,11,1,23,0
2023_8,2023,8,hulkenberg,Haas F1 Team,5.0,15.0,0.0,Lapped,0,Canadian Grand Prix,Montréal,HUL,0,6,0.0,15.0,15.666666666666666,0,12,0.0,0.0,11,5,9,0
2023_8,2023,8,zhou,Alfa Romeo,20.0,16.0,0.0,Lapped,0,Canadian Grand Prix,Montréal,ZHO,0,6,0.0,16.0,12.666666666666666,0,13,0.0,1.0,11,0,24,0
2023_8,2023,8,kevin_magnussen,Haas F1 Team,13.0,17.0,0.0,Lapped,0,Canadian Grand Prix,Montréal,MAG,0,6,0.0,17.0,15.666666666666666,0,13,0.0,0.0,11,5,10,0
2023_8,2023,8,de_vries,AlphaTauri,17.0,18.0,0.0,Lapped,0,Canadian Grand Prix,Montréal,DEV,0,6,0.0,18.0,14.666666666666666,0,13,0.0,0.0,11,1,5,0
2023_8,2023,8,russell,Mercedes,4.0,19.0,0.0,Retired,0,Canadian Grand Prix,Montréal,RUS,0,6,0.0,19.0,4.0,0,13,0.0,16.0,11,8,19,0
2023_8,2023,8,sargeant,Williams,18.0,20.0,0.0,Retired,0,Canadian Grand Prix,Montréal,SAR,0,6,0.0,20.0,19.333333333333332,0,13,0.0,2.0,11,11,21,0
2023_10,2023,10,max_verstappen,Red Bull Racing,1.0,1.0,26.0,Finished,1,British Grand Prix,Silverstone,VER,6,7,0.8571428571428571,1.0,1.0,7,14,0.5,15.333333333333334,14,10,13,0
2023_10,2023,10,norris,McLaren,2.0,2.0,18.0,Finished,0,British Grand Prix,Silverstone,NOR,0,7,0.0,2.0,13.0,0,14,0.0,0.0,14,7,14,0
2023_10,2023,10,hamilton,Mercedes,7.0,3.0,15.0,Finished,0,British Grand Prix,Silverstone,HAM,0,7,0.0,3.0,3.0,0,14,0.0,10.0,14,8,8,0
2023_10,2023,10,piastri,McLaren,3.0,4.0,12.0,Finished,0,British Grand Prix,Silverstone,PIA,0,7,0.0,4.0,11.333333333333334,0,15,0.0,6.0,14,7,17,0
2023_10,2023,10,russell,Mercedes,6.0,5.0,10.0,Finished,0,British Grand Prix,Silverstone,RUS,0,7,0.0,5.0,9.0,0,15,0.0,10.0,14,8,19,0
2023_10,2023,10,perez,Red Bull Racing,15.0,6.0,8.0,Finished,0,British Grand Prix,Silverstone,PER,1,7,0.14285714285714285,6.0,8.666666666666666,8,15,0.5333333333333333,20.0,14,10,16,0
2023_10,2023,10,alonso,Aston Martin,9.0,7.0,6.0,Finished,0,British Grand Prix,Silverstone,ALO,0,7,0.0,7.0,3.6666666666666665,0,14,0.0,8.666666666666666,14,3,1,0
2023_10,2023,10,albon,Williams,8.0,8.0,4.0,Finished,0,British Grand Prix,Silverstone,ALB,0,7,0.0,8.0,12.333333333333334,0,14,0.0,2.0,14,11,0,0
2023_10,2023,10,leclerc,Ferrari,4.0,9.0,2.0,Finished,0,British Grand Prix,Silverstone,LEC,0,7,0.0,9.0,7.0,0,14,0.0,7.333333333333333,14,4,12,0
2023_10,2023,10,sainz,Ferrari,5.0,10.0,1.0,Finished,0,British Grand Prix,Silverstone,SAI,0,7,0.0,10.0,6.0,0,15,0.0,8.0,14,4,20,0
2023_10,2023,10,sargeant,Williams,14.0,11.0,0.0,Finished,0,British Grand Prix,Silverstone,SAR,0,7,0.0,11.0,19.333333333333332,0,15,0.0,3.3333333333333335,14,11,21,0
2023_10,2023,10,bottas,Alfa Romeo,20.0,12.0,0.0,Finished,0,British Grand Prix,Silverstone,BOT,0,7,0.0,12.0,13.333333333333334,0,14,0.0,0.3333333333333333,14,0,3,0
2023_10,2023,10,hulkenberg,Haas F1 Team,11.0,13.0,0.0,Finished,0,British Grand Prix,Silverstone,HUL,0,7,0.0,13.0,15.666666666666666,0,14,0.0,0.0,14,5,9,0
2023_10,2023,10,stroll,Aston Martin,12.0,14.0,0.0,Finished,0,British Grand Prix,Silverstone,STR,0,7,0.0,14.0,11.666666666666666,0,15,0.0,8.666666666666666,14,3,22,0
2023_10,2023,10,zhou,Alfa Romeo,17.0,15.0,0.0,Finished,0,British Grand Prix,Silverstone,ZHO,0,7,0.0,15.0,12.666666666666666,0,15,0.0,0.3333333333333333,14,0,24,0
2023_10,2023,10,tsunoda,AlphaTauri,16.0,16.0,0.0,Finished,0,British Grand Prix,Silverstone,TSU,0,7,0.0,16.0,13.666666666666666,0,14,0.0,0.0,14,1,23,0
2023_10,2023,10,de_vries,AlphaTauri,18.0,17.0,0.0,Finished,0,British Grand Prix,Silverstone,DEV,0,7,0.0,17.0,14.666666666666666,0,15,0.0,0.0,14,1,5,0
2023_10,2023,10,gasly,Alpine,10.0,18.0,0.0,Retired,0,British Grand Prix,Silverstone,GAS,0,7,0.0,18.0,9.666666666666666,0,14,0.0,1.6666666666666667,14,2,7,0
2023_10,2023,10,kevin_magnussen,Haas F1 Team,19.0,19.0,0.0,Retired,0,British Grand Prix,Silverstone,MAG,0,7,0.0,19.0,18.0,0,15,0.0,0.0,14,5,10,0
2023_10,2023,10,ocon,Alpine,13.0,20.0,0.0,Retired,0,British Grand Prix,Silverstone,OCO,0,7,0.0,20.0,6.333333333333333,0,15,0.0,1.3333333333333333,14,2,15,0
2023_11,2023,11,max_verstappen,Red Bull Racing,2.0,1.0,26.0,Finished,1,Hungarian Grand Prix,Budapest,VER,7,8,0.875,1.0,1.0,8,16,0.5,14.333333333333334,2,10,13,0
2023_11,2023,11,norris,McLaren,3.0,2.0,18.0,Finished,0,Hungarian Grand Prix,Budapest,NOR,0,8,0.0,2.0,10.666666666666666,0,16,0.0,10.0,2,7,14,0
2023_11,2023,11,perez,Red Bull Racing,9.0,3.0,15.0,Finished,0,Hungarian Grand Prix,Budapest,PER,1,8,0.125,3.0,5.333333333333333,9,17,0.5294117647058824,20.0,2,10,16,0
2023_11,2023,11,hamilton,Mercedes,1.0,4.0,12.0,Finished,0,Hungarian Grand Prix,Budapest,HAM,0,8,0.0,4.0,2.6666666666666665,0,16,0.0,8.333333333333334,2,8,8,0
2023_11,2023,11,piastri,McLaren,4.0,5.0,10.0,Finished,0,Hungarian Grand Prix,Budapest,PIA,0,8,0.0,5.0,9.333333333333334,0,17,0.0,16.0,2,7,17,0
2023_11,2023,11,russell,Mercedes,18.0,6.0,8.0,Finished,0,Hungarian Grand Prix,Budapest,RUS,0,8,0.0,6.0,9.0,0,17,0.0,12.333333333333334,2,8,19,0
2023_11,2023,11,leclerc,Ferrari,6.0,7.0,6.0,Finished,0,Hungarian Grand Prix,Budapest,LEC,0,8,0.0,7.0,8.0,0,16,0.0,4.333333333333333,2,4,12,0
2023_11,2023,11,sainz,Ferrari,11.0,8.0,4.0,Finished,0,Hungarian Grand Prix,Budapest,SAI,0,8,0.0,8.0,6.666666666666667,0,17,0.0,3.0,2,4,20,0
2023_11,2023,11,alonso,Aston Martin,8.0,9.0,2.0,Finished,0,Hungarian Grand Prix,Budapest,ALO,0,8,0.0,9.0,5.333333333333333,0,16,0.0,2.6666666666666665,2,3,1,0
2023_11,2023,11,stroll,Aston Martin,14.0,10.0,1.0,Lapped,0,Hungarian Grand Prix,Budapest,STR,0,8,0.0,10.0,9.666666666666666,0,17,0.0,2.6666666666666665,2,3,22,0
2023_11,2023,11,albon,Williams,16.0,11.0,0.0,Lapped,0,Hungarian Grand Prix,Budapest,ALB,0,8,0.0,11.0,10.333333333333334,0,16,0.0,1.3333333333333333,2,11,0,0
2023_11,2023,11,bottas,Alfa Romeo,7.0,12.0,0.0,Lapped,0,Hungarian Grand Prix,Budapest,BOT,0,8,0.0,12.0,13.666666666666666,0,16,0.0,0.0,2,0,3,0
2023_11,2023,11,ricciardo,AlphaTauri,13.0,13.0,0.0,Lapped,0,Hungarian Grand Prix,Budapest,RIC,0,0,0.0,13.0,0.0,0,16,0.0,0.0,2,1,18,0
2023_11,2023,11,hulkenberg,Haas F1 Team,10.0,14.0,0.0,Lapped,0,Hungarian Grand Prix,Budapest,HUL,0,8,0.0,14.0,14.333333333333334,0,16,0.0,0.0,2,5,9,0
2023_11,2023,11,tsunoda,AlphaTauri,17.0,15.0,0.0,Lapped,0,Hungarian Grand Prix,Budapest,TSU,0,8,0.0,15.0,14.0,0,17,0.0,0.0,2,1,23,0
2023_11,2023,11,zhou,Alfa Romeo,5.0,16.0,0.0,Lapped,0,Hungarian Grand Prix,Budapest,ZHO,0,8,0.0,16.0,13.333333333333334,0,17,0.0,0.0,2,0,24,0
2023_11,2023,11,kevin_magnussen,Haas F1 Team,19.0,17.0,0.0,Lapped,0,Hungarian Grand Prix,Budapest,MAG,0,8,0.0,17.0,18.0,0,17,0.0,0.0,2,5,10,0
2023_11,2023,11,sargeant,Williams,20.0,18.0,0.0,Retired,0,Hungarian Grand Prix,Budapest,SAR,0,8,0.0,18.0,17.0,0,17,0.0,1.3333333333333333,2,11,21,0
2023_11,2023,11,ocon,Alpine,12.0,19.0,0.0,Retired,0,Hungarian Grand Prix,Budapest,OCO,0,8,0.0,19.0,12.0,0,16,0.0,0.0,2,2,15,0
2023_11,2023,11,gasly,Alpine,15.0,20.0,0.0,Retired,0,Hungarian Grand Prix,Budapest,GAS,0,8,0.0,20.0,13.333333333333334,0,17,0.0,0.0,2,2,7,0
2023_13,2023,13,max_verstappen,Red Bull Racing,1.0,1.0,25.0,Finished,1,Dutch Grand Prix,Zandvoort,VER,8,9,0.8888888888888888,1.0,1.0,9,18,0.5,16.333333333333332,18,10,13,0
2023_13,2023,13,alonso,Aston Martin,5.0,2.0,19.0,Finished,0,Dutch Grand Prix,Zandvoort,ALO,0,9,0.0,2.0,6.0,0,18,0.0,1.0,18,3,1,0
2023_13,2023,13,gasly,Alpine,12.0,3.0,15.0,Finished,0,Dutch Grand Prix,Zandvoort,GAS,0,9,0.0,3.0,16.666666666666668,0,18,0.0,0.0,18,2,7,0
2023_13,2023,13,perez,Red Bull Racing,7.0,4.0,12.0,Finished,0,Dutch Grand Prix,Zandvoort,PER,1,9,0.1111111111111111,4.0,5.0,10,19,0.5263157894736842,22.0,18,10,16,0
2023_13,2023,13,sainz,Ferrari,6.0,5.0,10.0,Finished,0,Dutch Grand Prix,Zandvoort,SAI,0,9,0.0,5.0,7.666666666666667,0,18,0.0,3.6666666666666665,18,4,20,0
2023_13,2023,13,hamilton,Mercedes,13.0,6.0,8.0,Finished,0,Dutch Grand Prix,Zandvoort,HAM,0,9,0.0,6.0,3.3333333333333335,0,18,0.0,10.0,18,8,8,0
2023_13,2023,13,norris,McLaren,2.0,7.0,6.0,Finished,0,Dutch Grand Prix,Zandvoort,NOR,0,9,0.0,7.0,5.666666666666667,0,18,0.0,13.333333333333334,18,7,14,0
2023_13,2023,13,albon,Williams,4.0,8.0,4.0,Finished,0,Dutch Grand Prix,Zandvoort,ALB,0,9,0.0,8.0,8.666666666666666,0,18,0.0,0.0,18,11,0,0
2023_13,2023,13,piastri,McLaren,8.0,9.0,2.0,Finished,0,Dutch Grand Prix,Zandvoort,PIA,0,9,0.0,9.0,6.666666666666667,0,19,0.0,11.333333333333334,18,7,17,0
2023_13,2023,13,ocon,Alpine,16.0,10.0,1.0,Finished,0,Dutch Grand Prix,Zandvoort,OCO,0,9,0.0,10.0,15.666666666666666,0,19,0.0,5.0,18,2,15,0
2023_13,2023,13,stroll,Aston Martin,11.0,11.0,0.0,Finished,0,Dutch Grand Prix,Zandvoort,STR,0,9,0.0,11.0,11.0,0,19,0.0,7.333333333333333,18,3,22,0
2023_13,2023,13,hulkenberg,Haas F1 Team,14.0,12.0,0.0,Finished,0,Dutch Grand Prix,Zandvoort,HUL,0,9,0.0,12.0,14.0,0,18,0.0,0.0,18,5,9,0
2023_13,2023,13,lawson,AlphaTauri,19.0,13.0,0.0,Finished,0,Dutch Grand Prix,Zandvoort,LAW,0,0,0.0,13.0,0.0,0,18,0.0,0.0,18,1,11,0
2023_13,2023,13,bottas,Alfa Romeo,18.0,14.0,0.0,Finished,0,Dutch Grand Prix,Zandvoort,BOT,0,9,0.0,14.0,11.333333333333334,0,18,0.0,0.0,18,0,3,0
2023_13,2023,13,tsunoda,AlphaTauri,17.0,15.0,0.0,Finished,0,Dutch Grand Prix,Zandvoort,TSU,0,9,0.0,15.0,15.0,0,19,0.0,0.0,18,1,23,0
2023_13,2023,13,kevin_magnussen,Haas F1 Team,0.0,16.0,0.0,Finished,0,Dutch Grand Prix,Zandvoort,MAG,0,9,0.0,16.0,17.666666666666668,0,19,0.0,0.0,18,5,10,0
2023_13,2023,13,russell,Mercedes,3.0,17.0,0.0,Finished,0,Dutch Grand Prix,Zandvoort,RUS,0,9,0.0,17.0,10.0,0,19,0.0,9.333333333333334,18,8,19,0
2023_13,2023,13,zhou,Alfa Romeo,15.0,18.0,0.0,Accident,0,Dutch Grand Prix,Zandvoort,ZHO,0,9,0.0,18.0,15.666666666666666,0,19,0.0,0.0,18,0,24,0
2023_13,2023,13,leclerc,Ferrari,9.0,19.0,0.0,Undertray,0,Dutch Grand Prix,Zandvoort,LEC,0,9,0.0,19.0,6.666666666666667,0,19,0.0,6.666666666666667,18,4,12,0
2023_13,2023,13,sargeant,Williams,10.0,20.0,0.0,Accident,0,Dutch Grand Prix,Zandvoort,SAR,0,9,0.0,20.0,16.333333333333332,0,19,0.0,1.3333333333333333,18,11,21,0
2023_14,2023,14,max_verstappen,Red Bull Racing,2.0,1.0,25.0,Finished,1,Italian Grand Prix,Monza,VER,9,10,0.9,1.0,1.0,10,20,0.5,17.333333333333332,12,10,13,0
2023_14,2023,14,perez,Red Bull Racing,5.0,2.0,18.0,Finished,0,Italian Grand Prix,Monza,PER,1,10,0.1,2.0,4.333333333333333,11,21,0.5238095238095238,20.666666666666668,12,10,16,0
2023_14,2023,14,sainz,Ferrari,1.0,3.0,15.0,Finished,0,Italian Grand Prix,Monza,SAI,0,10,0.0,3.0,7.666666666666667,0,20,0.0,4.666666666666667,12,4,20,0
2023_14,2023,14,leclerc,Ferrari,3.0,4.0,12.0,Finished,0,Italian Grand Prix,Monza,LEC,0,10,0.0,4.0,11.666666666666666,0,21,0.0,8.333333333333334,12,4,12,0
2023_14,2023,14,russell,Mercedes,4.0,5.0,10.0,Finished,0,Italian Grand Prix,Monza,RUS,0,10,0.0,5.0,9.333333333333334,0,20,0.0,5.333333333333333,12,8,19,0
2023_14,2023,14,hamilton,Mercedes,8.0,6.0,8.0,Finished,0,Italian Grand Prix,Monza,HAM,0,10,0.0,6.0,4.333333333333333,0,21,0.0,6.0,12,8,8,0
2023_14,2023,14,albon,Williams,6.0,7.0,6.0,Finished,0,Italian Grand Prix,Monza,ALB,0,10,0.0,7.0,9.0,0,20,0.0,1.3333333333333333,12,11,0,0
2023_14,2023,14,norris,McLaren,9.0,8.0,4.0,Finished,0,Italian Grand Prix,Monza,NOR,0,10,0.0,8.0,3.6666666666666665,0,20,0.0,6.0,12,7,14,0
2023_14,2023,14,alonso,Aston Martin,10.0,9.0,2.0,Finished,0,Italian Grand Prix,Monza,ALO,0,10,0.0,9.0,6.0,0,20,0.0,6.666666666666667,12,3,1,0
2023_14,2023,14,bottas,Alfa Romeo,14.0,10.0,1.0,Finished,0,Italian Grand Prix,Monza,BOT,0,10,0.0,10.0,12.666666666666666,0,20,0.0,0.0,12,0,3,0
2023_14,2023,14,lawson,AlphaTauri,12.0,11.0,0.0,Finished,0,Italian Grand Prix,Monza,LAW,0,1,0.0,11.0,13.0,0,20,0.0,0.0,12,1,11,0
2023_14,2023,14,piastri,McLaren,7.0,12.0,0.0,Finished,0,Italian Grand Prix,Monza,PIA,0,10,0.0,12.0,6.0,0,21,0.0,4.0,12,7,17,0
2023_14,2023,14,sargeant,Williams,15.0,13.0,0.0,Finished,0,Italian Grand Prix,Monza,SAR,0,10,0.0,13.0,16.333333333333332,0,21,0.0,3.3333333333333335,12,11,21,0
2023_14,2023,14,zhou,Alfa Romeo,16.0,14.0,0.0,Finished,0,Italian Grand Prix,Monza,ZHO,0,10,0.0,14.0,16.333333333333332,0,21,0.0,0.3333333333333333,12,0,24,0
2023_14,2023,14,gasly,Alpine,17.0,15.0,0.0,Finished,0,Italian Grand Prix,Monza,GAS,0,10,0.0,15.0,13.666666666666666,0,20,0.0,5.333333333333333,12,2,7,0
2023_14,2023,14,stroll,Aston Martin,20.0,16.0,0.0,Finished,0,Italian Grand Prix,Monza,STR,0,10,0.0,16.0,11.666666666666666,0,21,0.0,7.0,12,3,22,0
2023_14,2023,14,hulkenberg,Haas F1 Team,13.0,17.0,0.0,Lapped,0,Italian Grand Prix,Monza,HUL,0,10,0.0,17.0,13.0,0,20,0.0,0.0,12,5,9,0
2023_14,2023,14,kevin_magnussen,Haas F1 Team,19.0,18.0,0.0,Lapped,0,Italian Grand Prix,Monza,MAG,0,10,0.0,18.0,17.333333333333332,0,21,0.0,0.0,12,5,10,0
2023_14,2023,14,ocon,Alpine,18.0,19.0,0.0,Retired,0,Italian Grand Prix,Monza,OCO,0,10,0.0,19.0,16.333333333333332,0,21,0.0,5.333333333333333,12,2,15,0
2023_14,2023,14,tsunoda,AlphaTauri,11.0,20.0,0.0,Did not start,0,Italian Grand Prix,Monza,TSU,0,10,0.0,20.0,15.333333333333334,0,21,0.0,0.0,12,1,23,0
2023_15,2023,15,sainz,Ferrari,1.0,1.0,25.0,Finished,1,Singapore Grand Prix,Marina Bay,SAI,0,11,0.0,1.0,5.333333333333333,0,22,0.0,9.0,6,4,20,0
2023_15,2023,15,norris,McLaren,4.0,2.0,18.0,Finished,0,Singapore Grand Prix,Marina Bay,NOR,0,11,0.0,2.0,5.666666666666667,0,22,0.0,2.0,6,7,14,0
2023_15,2023,15,hamilton,Mercedes,5.0,3.0,16.0,Finished,0,Singapore Grand Prix,Marina Bay,HAM,0,11,0.0,3.0,5.333333333333333,0,22,0.0,6.0,6,8,8,0
2023_15,2023,15,leclerc,Ferrari,3.0,4.0,12.0,Finished,0,Singapore Grand Prix,Marina Bay,LEC,0,11,0.0,4.0,10.0,1,23,0.043478260869565216,17.333333333333332,6,4,12,0
2023_15,2023,15,max_verstappen,Red Bull Racing,11.0,5.0,10.0,Finished,0,Singapore Grand Prix,Marina Bay,VER,10,11,0.9090909090909091,5.0,1.0,11,22,0.5,18.333333333333332,6,10,13,0
2023_15,2023,15,gasly,Alpine,12.0,6.0,8.0,Finished,0,Singapore Grand Prix,Marina Bay,GAS,0,11,0.0,6.0,12.666666666666666,0,22,0.0,0.3333333333333333,6,2,7,0
2023_15,2023,15,piastri,McLaren,17.0,7.0,6.0,Finished,0,Singapore Grand Prix,Marina Bay,PIA,0,11,0.0,7.0,8.666666666666666,0,23,0.0,7.333333333333333,6,7,17,0
2023_15,2023,15,perez,Red Bull Racing,13.0,8.0,4.0,Finished,0,Singapore Grand Prix,Marina Bay,PER,1,11,0.09090909090909091,8.0,3.0,11,23,0.4782608695652174,17.666666666666668,6,10,16,0
2023_15,2023,15,lawson,AlphaTauri,10.0,9.0,2.0,Finished,0,Singapore Grand Prix,Marina Bay,LAW,0,2,0.0,9.0,12.0,0,22,0.0,0.0,6,1,11,0
2023_15,2023,15,kevin_magnussen,Haas F1 Team,6.0,10.0,1.0,Finished,0,Singapore Grand Prix,Marina Bay,MAG,0,11,0.0,10.0,17.0,0,22,0.0,0.0,6,5,10,0
2023_15,2023,15,albon,Williams,14.0,11.0,0.0,Finished,0,Singapore Grand Prix,Marina Bay,ALB,0,11,0.0,11.0,8.666666666666666,0,22,0.0,2.0,6,11,0,0
2023_15,2023,15,zhou,Alfa Romeo,19.0,12.0,0.0,Finished,0,Singapore Grand Prix,Marina Bay,ZHO,0,11,0.0,12.0,16.0,0,22,0.0,0.3333333333333333,6,0,24,0
2023_15,2023,15,hulkenberg,Haas F1 Team,9.0,13.0,0.0,Finished,0,Singapore Grand Prix,Marina Bay,HUL,0,11,0.0,13.0,14.333333333333334,0,23,0.0,0.3333333333333333,6,5,9,0
2023_15,2023,15,sargeant,Williams,18.0,14.0,0.0,Finished,0,Singapore Grand Prix,Marina Bay,SAR,0,11,0.0,14.0,17.0,0,23,0.0,2.0,6,11,21,0
2023_15,2023,15,alonso,Aston Martin,7.0,15.0,0.0,Finished,0,Singapore Grand Prix,Marina Bay,ALO,0,11,0.0,15.0,6.666666666666667,0,22,0.0,0.6666666666666666,6,3,1,0
2023_15,2023,15,russell,Mercedes,2.0,16.0,0.0,Retired,0,Singapore Grand Prix,Marina Bay,RUS,0,11,0.0,16.0,9.333333333333334,0,23,0.0,11.333333333333334,6,8,19,0
2023_15,2023,15,bottas,Alfa Romeo,16.0,17.0,0.0,Retired,0,Singapore Grand Prix,Marina Bay,BOT,0,11,0.0,17.0,12.0,0,23,0.0,0.3333333333333333,6,0,3,0
2023_15,2023,15,ocon,Alpine,8.0,18.0,0.0,Retired,0,Singapore Grand Prix,Marina Bay,OCO,0,11,0.0,18.0,16.0,0,23,0.0,2.6666666666666665,6,2,15,0
2023_15,2023,15,tsunoda,AlphaTauri,15.0,19.0,0.0,Retired,0,Singapore Grand Prix,Marina Bay,TSU,0,11,0.0,19.0,16.666666666666668,0,23,0.0,0.6666666666666666,6,1,23,0
2023_15,2023,15,stroll,Aston Martin,0.0,0.0,0.0,Withdrew,0,Singapore Grand Prix,Marina Bay,STR,0,11,0.0,20.0,12.333333333333334,0,23,0.0,0.6666666666666666,6,3,22,0
2023_16,2023,16,max_verstappen,Red Bull Racing,1.0,1.0,26.0,Finished,1,Japanese Grand Prix,Suzuka,VER,10,12,0.8333333333333334,1.0,2.3333333333333335,11,24,0.4583333333333333,10.666666666666666,16,10,13,0
2023_16,2023,16,norris,McLaren,3.0,2.0,18.0,Finished,0,Japanese Grand Prix,Suzuka,NOR,0,12,0.0,2.0,5.666666666666667,0,24,0.0,8.0,16,7,14,0
2023_16,2023,16,piastri,McLaren,2.0,3.0,15.0,Finished,0,Japanese Grand Prix,Suzuka,PIA,0,12,0.0,3.0,9.333333333333334,0,25,0.0,14.0,16,7,17,0
2023_16,2023,16,leclerc,Ferrari,4.0,4.0,12.0,Finished,0,Japanese Grand Prix,Suzuka,LEC,0,12,0.0,4.0,9.0,1,24,0.041666666666666664,16.333333333333332,16,4,12,0
2023_16,2023,16,hamilton,Mercedes,7.0,5.0,10.0,Finished,0,Japanese Grand Prix,Suzuka,HAM,0,12,0.0,5.0,5.0,0,24,0.0,8.0,16,8,8,0
2023_16,2023,16,sainz,Ferrari,6.0,6.0,8.0,Finished,0,Japanese Grand Prix,Suzuka,SAI,1,12,0.08333333333333333,6.0,3.0,1,25,0.04,16.333333333333332,16,4,20,0
2023_16,2023,16,russell,Mercedes,8.0,7.0,6.0,Finished,0,Japanese Grand Prix,Suzuka,RUS,0,12,0.0,7.0,12.666666666666666,0,25,0.0,8.666666666666666,16,8,19,0
2023_16,2023,16,alonso,Aston Martin,10.0,8.0,4.0,Finished,0,Japanese Grand Prix,Suzuka,ALO,0,12,0.0,8.0,8.666666666666666,0,24,0.0,0.0,16,3,1,0
2023_16,2023,16,ocon,Alpine,14.0,9.0,2.0,Finished,0,Japanese Grand Prix,Suzuka,OCO,0,12,0.0,9.0,15.666666666666666,0,24,0.0,2.6666666666666665,16,2,15,0
2023_16,2023,16,gasly,Alpine,12.0,10.0,1.0,Finished,0,Japanese Grand Prix,Suzuka,GAS,0,12,0.0,10.0,8.0,0,25,0.0,3.3333333333333335,16,2,7,0
2023_16,2023,16,lawson,AlphaTauri,11.0,11.0,0.0,Lapped,0,Japanese Grand Prix,Suzuka,LAW,0,3,0.0,11.0,11.0,0,24,0.0,0.6666666666666666,16,1,11,0
2023_16,2023,16,tsunoda,AlphaTauri,9.0,12.0,0.0,Lapped,0,Japanese Grand Prix,Suzuka,TSU,0,12,0.0,12.0,18.0,0,25,0.0,0.6666666666666666,16,1,23,0
2023_16,2023,16,zhou,Alfa Romeo,19.0,13.0,0.0,Lapped,0,Japanese Grand Prix,Suzuka,ZHO,0,12,0.0,13.0,14.666666666666666,0,24,0.0,0.0,16,0,24,0
2023_16,2023,16,hulkenberg,Haas F1 Team,18.0,14.0,0.0,Lapped,0,Japanese Grand Prix,Suzuka,HUL,0,12,0.0,14.0,14.0,0,24,0.0,0.3333333333333333,16,5,9,0
2023_16,2023,16,kevin_magnussen,Haas F1 Team,15.0,15.0,0.0,Lapped,0,Japanese Grand Prix,Suzuka,MAG,0,12,0.0,15.0,14.666666666666666,0,25,0.0,0.3333333333333333,16,5,10,0
2023_16,2023,16,albon,Williams,13.0,16.0,0.0,Retired,0,Japanese Grand Prix,Suzuka,ALB,0,12,0.0,16.0,8.666666666666666,0,24,0.0,0.0,16,11,0,0
2023_16,2023,16,sargeant,Williams,20.0,17.0,0.0,Retired,0,Japanese Grand Prix,Suzuka,SAR,0,12,0.0,17.0,15.666666666666666,0,25,0.0,0.0,16,11,21,0
2023_16,2023,16,stroll,Aston Martin,17.0,18.0,0.0,Retired,0,Japanese Grand Prix,Suzuka,STR,0,12,0.0,18.0,15.666666666666666,0,25,0.0,1.3333333333333333,16,3,22,0
2023_16,2023,16,perez,Red Bull Racing,5.0,19.0,0.0,Retired,0,Japanese Grand Prix,Suzuka,PER,1,12,0.08333333333333333,19.0,4.666666666666667,12,25,0.48,13.333333333333334,16,10,16,0
2023_16,2023,16,bottas,Alfa Romeo,16.0,20.0,0.0,Retired,0,Japanese Grand Prix,Suzuka,BOT,0,12,0.0,20.0,13.666666666666666,0,25,0.0,0.0,16,0,3,0
2023_19,2023,19,max_verstappen,Red Bull Racing,3.0,1.0,25.0,Finished,1,Mexico City Grand Prix,Mexico City,VER,11,13,0.8461538461538461,1.0,2.3333333333333335,12,26,0.46153846153846156,10.0,8,10,13,0
2023_19,2023,19,hamilton,Mercedes,6.0,2.0,19.0,Finished,0,Mexico City Grand Prix,Mexico City,HAM,0,13,0.0,2.0,4.666666666666667,0,26,0.0,5.333333333333333,8,8,8,0
2023_19,2023,19,leclerc,Ferrari,1.0,3.0,15.0,Finished,0,Mexico City Grand Prix,Mexico City,LEC,0,13,0.0,3.0,4.0,1,26,0.038461538461538464,10.666666666666666,8,4,12,0
2023_19,2023,19,sainz,Ferrari,2.0,4.0,12.0,Finished,0,Mexico City Grand Prix,Mexico City,SAI,1,13,0.07692307692307693,4.0,3.3333333333333335,1,27,0.037037037037037035,11.666666666666666,8,4,20,0
2023_19,2023,19,norris,McLaren,17.0,5.0,10.0,Finished,0,Mexico City Grand Prix,Mexico City,NOR,0,13,0.0,5.0,4.0,0,26,0.0,13.0,8,7,14,0
2023_19,2023,19,russell,Mercedes,8.0,6.0,8.0,Finished,0,Mexico City Grand Prix,Mexico City,RUS,0,13,0.0,6.0,9.333333333333334,0,27,0.0,11.666666666666666,8,8,19,0
2023_19,2023,19,ricciardo,AlphaTauri,4.0,7.0,6.0,Finished,0,Mexico City Grand Prix,Mexico City,RIC,0,1,0.0,7.0,13.0,0,26,0.0,0.0,8,1,18,0
2023_19,2023,19,piastri,McLaren,7.0,8.0,4.0,Finished,0,Mexico City Grand Prix,Mexico City,PIA,0,13,0.0,8.0,7.333333333333333,0,27,0.0,14.333333333333334,8,7,17,0
2023_19,2023,19,albon,Williams,14.0,9.0,2.0,Finished,0,Mexico City Grand Prix,Mexico City,ALB,0,13,0.0,9.0,11.333333333333334,0,26,0.0,0.0,8,11,0,0
